entropy,dataset
1.0800840027738864e-10,Test(in-house)
1.0368137234519599e-05,Test(in-house)
4.794237124386725e-08,Test(in-house)
0.43138481266543327,Test(in-house)
2.9411308916788898e-05,Test(in-house)
8.672532463653102e-10,Test(in-house)
5.660004256835017e-07,Test(in-house)
2.0271311542697168e-14,Test(in-house)
4.835729807666622e-12,Test(in-house)
1.8037078885662351e-09,Test(in-house)
1.4425029387190734e-13,Test(in-house)
1.1485615427074388e-08,Test(in-house)
4.790377641716623e-07,Test(in-house)
2.066349414989347e-05,Test(in-house)
4.4635256924417135e-12,Test(in-house)
1.2477264173532693e-09,Test(in-house)
3.677535302555934e-12,Test(in-house)
1.4085632742271829e-09,Test(in-house)
4.45534410053234e-07,Test(in-house)
2.2623475091763603e-14,Test(in-house)
3.1835611762438233e-12,Test(in-house)
2.9404826004433816e-15,Test(in-house)
0.4261891568510179,Test(in-house)
8.218354949688209e-10,Test(in-house)
4.714129357217244e-10,Test(in-house)
3.1945862849288377e-19,Test(in-house)
0.006412021817299586,Test(in-house)
0.25673948117799283,Test(in-house)
8.545845521527784e-06,Test(in-house)
2.2270032535602633e-08,Test(in-house)
0.1068428770828951,Test(in-house)
1.1847491558097387e-06,Test(in-house)
4.2330746366253967e-10,Test(in-house)
8.404643243823942e-05,Test(in-house)
1.594695343804471e-13,Test(in-house)
2.3960312709517262e-08,Test(in-house)
0.00239025476635695,Test(in-house)
2.4521221742692047e-08,Test(in-house)
1.6775548658605782e-08,Test(in-house)
7.275825877497589e-15,Test(in-house)
3.9210111912996004e-09,Test(in-house)
0.00028133061451206465,Test(in-house)
3.655416371574285e-05,Test(in-house)
1.1009340589398792e-12,Test(in-house)
1.4636094462705355e-07,Test(in-house)
6.620467867348152e-10,Test(in-house)
3.0170462682849454e-09,Test(in-house)
3.1785077372420345e-13,Test(in-house)
6.350427690129409e-13,Test(in-house)
3.410758578715271e-05,Test(in-house)
1.502063828435499e-10,Test(in-house)
6.494996991372858e-11,Test(in-house)
1.511053151172631e-10,Test(in-house)
0.3752769177781872,Test(in-house)
6.586784205338049e-07,Test(in-house)
0.6311535636020403,Test(in-house)
2.1603006509219287e-08,Test(in-house)
0.00041457524874504017,Test(in-house)
2.943747924008207e-14,Test(in-house)
6.028176645727854e-12,Test(in-house)
0.06766977185764181,Test(in-house)
3.19505461779477e-12,Test(in-house)
9.23709186519691e-13,Test(in-house)
2.865036451022164e-07,Test(in-house)
0.0004130173541682737,Test(in-house)
5.733603106683892e-06,Test(in-house)
0.7085598275348259,Test(in-house)
3.724773551164775e-10,Test(in-house)
1.596233435608389e-06,Test(in-house)
4.641517616519139e-16,Test(in-house)
1.5194540079941143e-11,Test(in-house)
1.1926867499861017e-11,Test(in-house)
3.053242142668514e-12,Test(in-house)
0.7670259602025589,Test(in-house)
9.119808462925321e-10,Test(in-house)
0.996511029888554,Test(in-house)
7.619381900711027e-13,Test(in-house)
9.889246192120963e-12,Test(in-house)
6.710989445085806e-09,Test(in-house)
5.470478399513603e-12,Test(in-house)
2.6516644914805734e-12,Test(in-house)
0.00011841629253233692,Test(in-house)
0.000495165830541477,Test(in-house)
1.2056215168585425e-10,Test(in-house)
1.587655882549882e-07,Test(in-house)
0.0008343575222035305,Test(in-house)
1.363407275896317e-11,Test(in-house)
1.3611349343045806e-12,Test(in-house)
3.290020095464224e-08,Test(in-house)
0.2709380982206007,Test(in-house)
0.8776077767568693,Test(in-house)
1.6861289164318504e-12,Test(in-house)
1.963383376600916e-09,Test(in-house)
3.9592944556264294e-14,Test(in-house)
4.2949860122162635e-11,Test(in-house)
2.9567792188634235e-12,Test(in-house)
4.198800603401862e-08,Test(in-house)
4.632426474708792e-13,Test(in-house)
2.1821873631114858e-07,Test(in-house)
1.7323408376110667e-09,Test(in-house)
0.15972665681123838,Test(in-house)
1.93892386277178e-15,Test(in-house)
0.5282128102199621,Test(in-house)
0.13129333204824206,Test(in-house)
1.029753017284756e-06,Test(in-house)
4.556128531239301e-14,Test(in-house)
1.0865148319328146e-10,Test(in-house)
5.409432017755733e-06,Test(in-house)
9.278752471317243e-10,Test(in-house)
4.889323440747995e-11,Test(in-house)
0.999318663141571,Test(in-house)
2.5571958654053763e-12,Test(in-house)
3.496284285151261e-08,Test(in-house)
1.680958999381878e-06,Test(in-house)
1.812879338766477e-08,Test(in-house)
7.865829544888982e-15,Test(in-house)
3.7155604952553992e-09,Test(in-house)
0.527810398086413,Test(in-house)
3.6555949550460716e-13,Test(in-house)
0.189005045597494,Test(in-house)
0.005774192701616796,Test(in-house)
4.052031305461004e-17,Test(in-house)
8.690776414126091e-12,Test(in-house)
1.2776375000455887e-05,Test(in-house)
1.5338399234756181e-09,Test(in-house)
1.2873559919787472e-09,Test(in-house)
3.34885128004177e-10,Test(in-house)
0.018838038897484963,Test(in-house)
3.7870551834788896e-16,Test(in-house)
8.688930534578549e-17,Test(in-house)
1.0654779694587226e-12,Test(in-house)
5.545646802314719e-11,Test(in-house)
0.9488438116760759,Test(in-house)
0.36174335430080207,Test(in-house)
9.453280574640918e-11,Test(in-house)
9.213707152566167e-13,Test(in-house)
1.8847064538160328e-13,Test(in-house)
2.320798849059393e-12,Test(in-house)
1.9997736704409381e-13,Test(in-house)
0.15072165201810794,Test(in-house)
5.3761174454561586e-11,Test(in-house)
1.669061818022152e-11,Test(in-house)
0.08231712867250571,Test(in-house)
5.002151583795193e-07,Test(in-house)
1.0261804430680895e-05,Test(in-house)
2.071285130386079e-14,Test(in-house)
1.0536374661308534e-09,Test(in-house)
2.0865017242612542e-10,Test(in-house)
1.1683633252465889e-09,Test(in-house)
0.011788719744118145,Test(in-house)
0.009641991828798227,Test(in-house)
0.2533941462745129,Test(in-house)
8.057098163031517e-07,Test(in-house)
6.529367413979743e-11,Test(in-house)
1.6997882631048446e-08,Test(in-house)
3.737184552697252e-09,Test(in-house)
2.3150533697768843e-10,Test(in-house)
6.891262678966217e-14,Test(in-house)
5.2988261755214435e-08,Test(in-house)
5.578479966811739e-09,Test(in-house)
1.4591004417605221e-12,Test(in-house)
5.801836269229204e-09,Test(in-house)
0.0005793743618475317,Test(in-house)
3.2916927218395543e-13,Test(in-house)
6.400523491482372e-11,Test(in-house)
4.131196059201495e-07,Test(in-house)
5.871839732420114e-18,Test(in-house)
0.0007067709090539896,Test(in-house)
5.684945701560271e-09,Test(in-house)
0.7550128729951471,Test(in-house)
3.40461594673154e-11,Test(in-house)
4.550535492991215e-09,Test(in-house)
0.00012069007102961022,Test(in-house)
6.682594777595014e-10,Test(in-house)
6.143580277108569e-07,Test(in-house)
7.2525955032720485e-12,Test(in-house)
8.855676181006803e-08,Test(in-house)
1.7781634006720095e-14,Test(in-house)
4.892577571229702e-07,Test(in-house)
0.780951546046914,Test(in-house)
1.9715020462040834e-07,Test(in-house)
3.142107573372188e-12,Test(in-house)
3.100694906589007e-16,Test(in-house)
5.2366027720233425e-08,Test(in-house)
0.00026480884086502816,Test(in-house)
3.422783686270041e-14,Test(in-house)
1.1079604471113855e-12,Test(in-house)
0.7081550447697156,Test(in-house)
2.8348707053214067e-09,Test(in-house)
1.0324483641717435e-19,Test(in-house)
2.787871035105064e-07,Test(in-house)
0.0021052451657404985,Test(in-house)
0.0024880882349686264,Test(in-house)
1.5980601667017622e-10,Test(in-house)
2.108170693346748e-07,Test(in-house)
1.193401799310648e-06,Test(in-house)
6.14994714340462e-10,Test(in-house)
0.00017712181923886273,Test(in-house)
3.943518255098759e-11,Test(in-house)
9.534031011038331e-14,Test(in-house)
5.209033337961819e-15,Test(in-house)
1.8808204121279535e-08,Test(in-house)
6.104213524715831e-10,Test(in-house)
0.9997859837390484,Test(in-house)
9.924009569668033e-07,Test(in-house)
0.1592723353500454,Test(in-house)
0.0011288578194007229,Test(in-house)
0.11418344108925131,Test(in-house)
0.9880055685922438,Test(in-house)
7.015521596344395e-09,Test(in-house)
0.11876472880378217,Test(in-house)
1.8244067534130208e-11,Test(in-house)
1.6826756752449257e-07,Test(in-house)
7.474143329349664e-15,Test(in-house)
0.9115306019482055,Test(in-house)
9.562792124470257e-17,Test(in-house)
0.022239145815135322,Test(in-house)
3.60756717711836e-11,Test(in-house)
0.004169632337459882,Test(in-house)
4.910071173593683e-12,Test(in-house)
0.15644339849287936,Test(in-house)
0.08032090496736348,Test(in-house)
2.7603052362027755e-09,Test(in-house)
0.1598663327619114,Test(in-house)
8.49352578524174e-12,Test(in-house)
4.2109053366879823e-14,Test(in-house)
3.411265811299662e-10,Test(in-house)
3.1174124214452435e-08,Test(in-house)
0.2039865420135386,Test(in-house)
3.2259482880701605e-14,Test(in-house)
4.2804383470914356e-13,Test(in-house)
1.7086991852751542e-06,Test(in-house)
3.4065191800222567e-06,Test(in-house)
1.5260452244865874e-08,Test(in-house)
4.9296949517869654e-11,Test(in-house)
2.4509971933182597e-15,Test(in-house)
1.5206262984564182e-12,Test(in-house)
7.57845956363545e-15,Test(in-house)
0.7618144099474409,Test(in-house)
5.24093419744726e-10,Test(in-house)
0.286373713249149,Test(in-house)
4.049360157651548e-09,Test(in-house)
4.078765427420066e-06,Test(in-house)
0.46716031678133507,Test(in-house)
4.625671079705615e-10,Test(in-house)
0.017759072439726093,Test(in-house)
8.714744509337797e-07,Test(in-house)
1.2631903573967991e-09,Test(in-house)
0.00038430016671811107,Test(in-house)
1.6097917678316507e-06,Test(in-house)
4.685716535604137e-07,Test(in-house)
1.7930313778779464e-12,Test(in-house)
3.491752654483932e-08,Test(in-house)
9.031227532451683e-09,Test(in-house)
1.3776098258203222e-08,Test(in-house)
3.388754280955176e-08,Test(in-house)
0.2263328681903275,Test(in-house)
9.513832260877696e-07,Test(in-house)
1.3004957420523904e-06,Test(in-house)
0.00020393602402683103,Test(in-house)
1.6834643237627684e-05,Test(in-house)
1.2961104059681174e-20,Test(in-house)
1.1420508688984784e-11,Test(in-house)
4.737853986422202e-13,Test(in-house)
7.152623764389138e-12,Test(in-house)
0.11114131260045315,Test(in-house)
1.5377511981297332e-12,Test(in-house)
1.987211894701929e-13,Test(in-house)
4.145062057157232e-06,Test(in-house)
9.834619842623676e-11,Test(in-house)
0.9023905897823215,Test(in-house)
2.1666979923979697e-11,Test(in-house)
4.152174541593656e-10,Test(in-house)
0.9296395102762934,Test(in-house)
3.5729461032270033e-06,Test(in-house)
0.5088812801720712,Test(in-house)
4.588490331315747e-13,Test(in-house)
0.6770495068406348,Test(in-house)
2.748619522811416e-13,Test(in-house)
1.1611311771035505e-05,Test(in-house)
1.1716349305345318e-07,Test(in-house)
2.1357269842537177e-12,Test(in-house)
7.31372731058468e-11,Test(in-house)
3.767170803114542e-06,Test(in-house)
5.8394633408218734e-09,Test(in-house)
1.3584740071531397e-12,Test(in-house)
0.0018387847656800658,Test(in-house)
0.907192870240727,Test(in-house)
8.108515975994247e-07,Test(in-house)
4.013641552701374e-15,Test(in-house)
4.2566389586223644e-14,Test(in-house)
7.89121042207799e-08,Test(in-house)
0.00012626039376410162,Test(in-house)
2.3610578254363346e-07,Test(in-house)
0.8463346045102742,Test(in-house)
0.19306429175008702,Test(in-house)
2.9857168754633e-12,Test(in-house)
1.5327852343576682e-07,Test(in-house)
2.84505874498306e-05,Test(in-house)
1.3453397730787594e-07,Test(in-house)
0.751189542648685,Test(in-house)
0.001353079572400442,Test(in-house)
0.0017649444884702285,Test(in-house)
0.00116660532617553,Test(in-house)
0.09498581195574636,Test(in-house)
9.933894678796691e-12,Test(in-house)
0.00012961735424901,Test(in-house)
6.6198652438474155e-12,Test(in-house)
1.8441897379256325e-09,Test(in-house)
9.623658724901736e-09,Test(in-house)
0.00039171809438846833,Test(in-house)
9.723827515056751e-12,Test(in-house)
0.0022706237383667053,Test(in-house)
2.8954792711541963e-13,Test(in-house)
5.4960800959364324e-14,Test(in-house)
7.13279569504791e-13,Test(in-house)
0.00010326893502196635,Test(in-house)
0.0022352951144704375,Test(in-house)
2.171711648310758e-07,Test(in-house)
1.5279761106203188e-11,Test(in-house)
1.2368369896247789e-12,Test(in-house)
2.30708348919939e-12,Test(in-house)
0.025034563758558528,Test(in-house)
4.295259939791239e-12,Test(in-house)
8.624813417799954e-05,Test(in-house)
0.9970574249829608,Test(in-house)
2.5529056221830783e-08,Test(in-house)
0.2535460610550071,Test(in-house)
0.08771134887253527,Test(in-house)
2.8796370875595143e-06,Test(in-house)
2.4194781914332612e-09,Test(in-house)
1.055862252982196e-13,Test(in-house)
7.0621819878372284e-06,Test(in-house)
2.3706972066845355e-07,Test(in-house)
1.0871391148790285e-10,Test(in-house)
5.999445408611479e-08,Test(in-house)
3.035381024716003e-14,Test(in-house)
0.015478320864290374,Test(in-house)
8.87491807882506e-12,Test(in-house)
2.542793125487266e-09,Test(in-house)
4.14379356530757e-14,Test(in-house)
2.2412630208821396e-11,Test(in-house)
4.0790899341220986e-15,Test(in-house)
1.4441966608976045e-08,Test(in-house)
5.295983940190523e-14,Test(in-house)
3.9594933016009663e-19,Test(in-house)
5.4709399547665846e-14,Test(in-house)
1.0512343068267018e-12,Test(in-house)
8.288147609915146e-15,Test(in-house)
0.23171765872039538,Test(in-house)
3.3888465854472414e-10,Test(in-house)
0.8675762312806758,Test(in-house)
9.340118711845682e-08,Test(in-house)
3.848269754251616e-10,Test(in-house)
4.34581451927913e-09,Test(in-house)
8.010095439496844e-06,Test(in-house)
3.7862584050990654e-05,Test(in-house)
3.369819581534618e-08,Test(in-house)
9.113276572361834e-09,Test(in-house)
2.5047015787676994e-15,Test(in-house)
0.11791074383191716,Test(in-house)
3.079575920705236e-06,Test(in-house)
3.5218957815109754e-12,Test(in-house)
1.6703336392140674e-05,Test(in-house)
6.921459696779438e-07,Test(in-house)
1.1756152364449724e-07,Test(in-house)
0.333424282778956,Test(in-house)
2.7373236319826935e-10,Test(in-house)
2.00755851419621e-06,Test(in-house)
1.179254522912982e-08,Test(in-house)
1.235153329443067e-10,Test(in-house)
4.580913714799475e-05,Test(in-house)
1.0878303591414096e-07,Test(in-house)
3.155887459049751e-10,Test(in-house)
4.676767634691785e-10,Test(in-house)
6.368163237125233e-12,Test(in-house)
2.564745960093083e-09,Test(in-house)
1.1473882921928048e-11,Test(in-house)
9.079055895659232e-05,Test(in-house)
7.03447759344993e-11,Test(in-house)
6.507377311888539e-15,Test(in-house)
0.5748353107111582,Test(in-house)
6.5575027929382584e-09,Test(in-house)
1.3643368666068563e-08,Test(in-house)
1.1203874336126614e-06,Test(in-house)
6.5325969399253225e-06,Test(in-house)
8.9122039577183e-12,Test(in-house)
0.35887400165307937,Test(in-house)
8.294004141708448e-06,Test(in-house)
9.937596989339281e-09,Test(in-house)
3.424573085543794e-16,Test(in-house)
5.522506213123932e-15,Test(in-house)
5.548899961545387e-10,Test(in-house)
2.0993601268466832e-07,Test(in-house)
2.263694705179644e-07,Test(in-house)
2.6198106005234776e-06,Test(in-house)
1.6000079190770819e-06,Test(in-house)
2.2398847448351585e-07,Test(in-house)
0.0005594641181866708,Test(in-house)
2.6541514701834813e-10,Test(in-house)
0.00016146425017629336,Test(in-house)
5.535186719816127e-09,Test(in-house)
1.2494889001851739e-05,Test(in-house)
3.3861586107700763e-12,Test(in-house)
7.62292628438221e-14,Test(in-house)
6.459759484769388e-10,Test(in-house)
7.732985881296721e-11,Test(in-house)
6.31031985043614e-08,Test(in-house)
3.113844983602419e-11,Test(in-house)
4.71077601775873e-13,Test(in-house)
1.1691157185614188e-10,Test(in-house)
9.383625259939285e-08,Test(in-house)
9.897442955598904e-08,Test(in-house)
3.51097161384186e-07,Test(in-house)
0.0014869025862446674,Test(in-house)
2.470317913031614e-07,Test(in-house)
4.55464573492856e-05,Test(in-house)
5.818910457196241e-13,Test(in-house)
2.0177660606548326e-15,Test(in-house)
3.736966219502386e-09,Test(in-house)
0.23711003969582417,Test(in-house)
0.9755442472317607,Test(in-house)
0.7351496337006247,Test(in-house)
1.0113574073464528e-10,Test(in-house)
3.979449443314436e-15,Test(in-house)
7.679287372450569e-12,Test(in-house)
0.0001579335961868672,Test(in-house)
2.616973836540323e-07,Test(in-house)
6.576465114369717e-16,Test(in-house)
7.9580617507437e-05,Test(in-house)
1.0426282916157537e-13,Test(in-house)
9.883051977172666e-16,Test(in-house)
1.2313986438944116e-10,Test(in-house)
0.3619813346204768,Test(in-house)
0.028636053510181867,Test(in-house)
3.2897973486559253e-12,Test(in-house)
2.569763204629296e-16,Test(in-house)
1.3880145525923052e-15,Test(in-house)
4.144014868248911e-06,Test(in-house)
0.000990609850138809,Test(in-house)
3.536621924502591e-10,Test(in-house)
1.5192155011912626e-12,Test(in-house)
8.452020932864281e-06,Test(in-house)
1.0363406376605857e-12,Test(in-house)
0.0012762622298692354,Test(in-house)
2.2781337104900698e-08,Test(in-house)
4.776278180469476e-07,Test(in-house)
7.636378814184261e-13,Test(in-house)
1.0507222181035173e-07,Test(in-house)
0.8566281509663898,Test(in-house)
6.258796633559657e-16,Test(in-house)
4.021045378183207e-07,Test(in-house)
0.0002512480214709884,Test(in-house)
3.485531117361307e-13,Test(in-house)
7.170367577358221e-14,Test(in-house)
1.1886566172787604e-09,Test(in-house)
3.2775575124486253e-06,Test(in-house)
0.40693500357007195,Test(in-house)
1.8799828951015877e-11,Test(in-house)
0.03970811079401547,Test(in-house)
3.2612536823783666e-08,Test(in-house)
0.45196925396102844,Test(in-house)
2.4462975790436866e-11,Test(in-house)
8.42940595125858e-08,Test(in-house)
0.8758221950867173,Test(in-house)
0.39560274708076637,Test(in-house)
8.368483291221418e-10,Test(in-house)
0.9203142894716403,Test(in-house)
4.640240907941326e-16,Test(in-house)
7.462291529178705e-12,Test(in-house)
7.060115645242781e-16,Test(in-house)
2.2453832028184455e-10,Test(in-house)
8.15973902916142e-05,Test(in-house)
0.8856486819293534,Test(in-house)
2.3072849131831367e-08,Test(in-house)
0.7027583312910931,Test(in-house)
4.1419941154428235e-16,Test(in-house)
0.711326308904072,Test(in-house)
2.0672671552746655e-15,Test(in-house)
0.0016071064585407057,Test(in-house)
1.3548150656270082e-09,Test(in-house)
6.276476963854956e-11,Test(in-house)
1.8278667725996677e-09,Test(in-house)
1.97352071699763e-08,Test(in-house)
0.0371830029808167,Test(in-house)
5.0864075178875325e-15,Test(in-house)
4.767303387104432e-12,Test(in-house)
0.0003934394548034158,Test(in-house)
3.4476548093148666e-05,Test(in-house)
0.031225361418092387,Test(in-house)
1.4270775679673613e-06,Test(in-house)
0.539494685572544,Test(in-house)
2.0704800566073732e-09,Test(in-house)
0.9658731718082023,Test(in-house)
3.4349853190069803e-07,Test(in-house)
7.969593679490219e-12,Test(in-house)
1.8499495080063946e-06,Test(in-house)
4.945315332905079e-10,Test(in-house)
2.0372762012029577e-05,Test(in-house)
1.2667371543344688e-14,Test(in-house)
0.9751711351672228,Test(in-house)
2.06688322047512e-08,Test(in-house)
2.4278089356082518e-12,Test(in-house)
2.7802253353103793e-12,Test(in-house)
7.82916186050532e-09,Test(in-house)
5.077381840743115e-07,Test(in-house)
0.02394544803008111,Test(in-house)
1.3480496086232095e-07,Test(in-house)
1.3895323118620761e-11,Test(in-house)
0.4176720710686268,Test(in-house)
0.4169243916160139,Test(in-house)
1.1533682091379751e-05,Test(in-house)
1.3941659531294442e-12,Test(in-house)
0.7205242217189707,Test(in-house)
5.832901298048462e-11,Test(in-house)
2.578920746965887e-06,Test(in-house)
4.7465729765803907e-07,Test(in-house)
4.478456168571935e-09,Test(in-house)
0.4618417410998773,Test(in-house)
2.274205535696139e-05,Test(in-house)
3.020871734727885e-08,Test(in-house)
8.695745065458425e-05,Test(in-house)
4.56020493628293e-18,Test(in-house)
1.7586563900665716e-07,Test(in-house)
3.730367967714316e-07,Test(in-house)
0.006370432035875217,Test(in-house)
1.5570571716804903e-11,Test(in-house)
0.12779801203656765,Test(in-house)
4.063494998456731e-10,Test(in-house)
1.030779000424237e-08,Test(in-house)
1.0480864491080188e-08,Test(in-house)
8.56286305875136e-06,Test(in-house)
2.73098303956874e-11,Test(in-house)
8.062091860179581e-08,Test(in-house)
1.6662757883137676e-12,Test(in-house)
0.00040903995361046586,Test(in-house)
9.364662987616667e-11,Test(in-house)
2.532357654788977e-12,Test(in-house)
7.004805448662732e-07,Test(in-house)
1.2613157455861777e-09,Test(in-house)
1.072039307934102e-12,Test(in-house)
5.716619757323724e-05,Test(in-house)
0.6273684187657501,Test(in-house)
2.016724040274241e-09,Test(in-house)
6.8339051129094e-08,Test(in-house)
0.26156541743686157,Test(in-house)
0.20188963987417868,Test(in-house)
0.943747290743643,Test(in-house)
1.425124352859977e-10,Test(in-house)
2.0790328709032984e-09,Test(in-house)
0.08224960807103404,Test(in-house)
7.463869105823618e-13,Test(in-house)
0.014081885565668969,Test(in-house)
1.4130168293981148e-10,Test(in-house)
2.074725225423208e-10,Test(in-house)
0.00018443232360809898,Test(in-house)
2.4592307068913778e-08,Test(in-house)
1.8600929904560956e-12,Test(in-house)
0.0002442139132787062,Test(in-house)
1.0955158251457952e-10,Test(in-house)
3.767927390074942e-12,Test(in-house)
2.185633142953839e-05,Test(in-house)
7.611314447437464e-06,Test(in-house)
0.39154369696242197,Test(in-house)
3.4857729758432515e-14,Test(in-house)
0.00014344236358745924,Test(in-house)
2.237350074081159e-15,Test(in-house)
7.554324484120494e-08,Test(in-house)
1.849166445760701e-13,Test(in-house)
0.00025861790814476115,Test(in-house)
6.13362459024091e-11,Test(in-house)
0.2262403113456805,Test(in-house)
3.6788319518730655e-07,Test(in-house)
0.007170849878697007,Test(in-house)
8.233355216088451e-10,Test(in-house)
1.3039421621456854e-12,Test(in-house)
8.518094698873489e-09,Test(in-house)
0.22583276132485874,Test(in-house)
6.733252689787376e-08,Test(in-house)
5.442436748000069e-10,Test(in-house)
1.54984106349275e-13,Test(in-house)
1.0493442923880626e-06,Test(in-house)
1.1984243166480366e-11,Test(in-house)
0.0008100345864891773,Test(in-house)
1.1230670464295738e-05,Test(in-house)
6.403561428355191e-10,Test(in-house)
1.7952668102347792e-06,Test(in-house)
3.343761851101579e-08,Test(in-house)
5.864355146586849e-11,Test(in-house)
0.05426736743161195,Test(in-house)
0.20634113645349222,Test(in-house)
3.6095496209176737e-11,Test(in-house)
0.003712966906722001,Test(in-house)
1.7438035555154196e-15,Test(in-house)
1.9379191830664184e-09,Test(in-house)
1.8348799825626666e-05,Test(in-house)
0.18190561831244234,Test(in-house)
1.4639225454469552e-07,Test(in-house)
0.046756618153344635,Test(in-house)
3.594871247009521e-08,Test(in-house)
0.5043606100672641,Test(in-house)
3.302526315746173e-14,Test(in-house)
7.627946614988639e-21,Test(in-house)
1.3597588842171792e-13,Test(in-house)
0.2957577215224668,Test(in-house)
6.999549663206735e-12,Test(in-house)
3.071601450205153e-11,Test(in-house)
0.0001360362265628276,Test(in-house)
0.13189862588721157,Test(in-house)
1.9890190820699796e-11,Test(in-house)
4.165791676866849e-17,Test(in-house)
9.667895332328486e-07,Test(in-house)
8.368867122025588e-14,Test(in-house)
1.1960780728104906e-06,Test(in-house)
2.2841158981201176e-11,Test(in-house)
1.4937826832900942e-17,Test(in-house)
1.059071267205147e-14,Test(in-house)
0.6710055672290882,Test(in-house)
1.5850171746463402e-07,Test(in-house)
0.22931691249201427,Test(in-house)
5.214569240372231e-13,Test(in-house)
0.000151448101277019,Test(in-house)
1.0019649644135409e-13,Test(in-house)
5.294103943176926e-10,Test(in-house)
2.0657766543997213e-08,Test(in-house)
2.761414580819692e-10,Test(in-house)
0.08103519666224523,Test(in-house)
7.043873613948473e-12,Test(in-house)
6.514718546657471e-10,Test(in-house)
9.202571640818903e-06,Test(in-house)
2.3105771593984125e-10,Test(in-house)
8.377312146397167e-09,Test(in-house)
0.123277715558752,Test(in-house)
8.854772114914022e-17,Test(in-house)
1.52033839483935e-13,Test(in-house)
9.867627223724231e-07,Test(in-house)
3.320757435173899e-14,Test(in-house)
0.11845361699629608,Test(in-house)
4.5315806007139164e-10,Test(in-house)
1.1318824845607856e-05,Test(in-house)
0.567583218809321,Test(in-house)
1.7081155389059338e-05,Test(in-house)
1.552524756181224e-11,Test(in-house)
5.287470344100276e-11,Test(in-house)
1.7210893691887535e-07,Test(in-house)
0.3088829364160418,Test(in-house)
4.593972263211405e-13,Test(in-house)
6.884467985262885e-09,Test(in-house)
5.322549026383064e-05,Test(in-house)
4.456352353121961e-19,Test(in-house)
0.0010213230581663962,Test(in-house)
2.8943756941257078e-09,Test(in-house)
1.6560522737743e-14,Test(in-house)
1.5322346329588276e-13,Test(in-house)
1.3417712065881387e-07,Test(in-house)
2.9168136721905136e-06,Test(in-house)
5.63841833791869e-08,Test(in-house)
1.741867213959371e-16,Test(in-house)
0.7078332983207731,Test(in-house)
3.198745244777142e-05,Test(in-house)
4.244274379927478e-09,Test(in-house)
0.19857395398693245,Test(in-house)
2.688940095493802e-15,Test(in-house)
0.0015694445888245585,Test(in-house)
1.3845435778651317e-05,Test(in-house)
0.17337229636728943,Test(in-house)
0.0068229794227791934,Test(in-house)
1.0179439245272991e-11,Test(in-house)
6.141215999360038e-10,Test(in-house)
0.10611559871287465,Test(in-house)
1.4231448955906728e-07,Test(in-house)
0.161885759530167,Test(in-house)
2.366046469769652e-11,Test(in-house)
3.1404532412890917e-09,Test(in-house)
0.00037246037236824666,Test(in-house)
1.2312989435161666e-09,Test(in-house)
1.6955471142101473e-07,Test(in-house)
0.00023133952238409762,Test(in-house)
8.359606156310899e-11,Test(in-house)
0.00012457572929147726,Test(in-house)
4.421209793568313e-08,Test(in-house)
0.2947234081139298,Test(in-house)
4.639746972884875e-07,Test(in-house)
1.5984289465349398e-14,Test(in-house)
2.138973798340644e-09,Test(in-house)
6.366366824666737e-06,Test(in-house)
1.1165477948768781e-10,Test(in-house)
4.7761786087200455e-12,Test(in-house)
3.8891149101134745e-07,Test(in-house)
9.759268581609368e-15,Test(in-house)
0.00013151155171069369,Test(in-house)
4.408048860599818e-11,Test(in-house)
1.586062865130423e-07,Test(in-house)
0.9841939828817982,Test(in-house)
2.3768505879229808e-11,Test(in-house)
9.016623291339259e-14,Test(in-house)
9.800922721009739e-06,Test(in-house)
0.5380911817509789,Test(in-house)
1.1735184919623202e-08,Test(in-house)
5.0567226396007536e-11,Test(in-house)
8.116974734160235e-14,Test(in-house)
7.779112995093565e-07,Test(in-house)
2.019659652419451e-09,Test(in-house)
1.6002445871938903e-09,Test(in-house)
8.77990604305477e-11,Test(in-house)
1.8201665006649618e-08,Test(in-house)
0.0022980965878506517,Test(in-house)
3.860649414921518e-09,Test(in-house)
8.379988250146911e-12,Test(in-house)
7.624222125408738e-12,Test(in-house)
4.389017162032266e-12,Test(in-house)
5.959331883173251e-15,Test(in-house)
4.74406123785393e-08,Test(in-house)
4.597049450748028e-07,Test(in-house)
1.7439849972629762e-10,Test(in-house)
0.00046823721597320545,Test(in-house)
7.834182269553693e-10,Test(in-house)
2.4805349902345283e-15,Test(in-house)
0.16173740299500022,Test(in-house)
1.4561081109684787e-06,Test(in-house)
6.613448060378409e-07,Test(in-house)
3.882218983273614e-08,Test(in-house)
2.1581735314853698e-13,Test(in-house)
5.481417860292289e-05,Test(in-house)
7.315869947338378e-05,Test(in-house)
1.3396274555154227e-07,Test(in-house)
6.250184354400316e-17,Test(in-house)
1.225146373502096e-11,Test(in-house)
1.3170821572324212e-07,Test(in-house)
2.466305917499176e-11,Test(in-house)
1.268851914921318e-09,Test(in-house)
5.0235732908587806e-08,Test(in-house)
1.6876230754457132e-08,Test(in-house)
6.002500022696905e-17,Test(in-house)
3.0939599712869685e-06,Test(in-house)
5.309155529823293e-13,Test(in-house)
1.554241218102908e-12,Test(in-house)
9.719434842253984e-06,Test(in-house)
0.0001336958643701094,Test(in-house)
0.01328786981578152,Test(in-house)
0.0013648150549515636,Test(in-house)
